STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
LOUISIANA,Pointe Coupee Parish Sheriff's Office,County,Pointe Coupee Parish,Task Force Model,4/27/2026,link pending,
LOUISIANA,Pointe Coupee Parish Sheriff's Office,County,Pointe Coupee Parish,Warrant Service Officer,4/29/2026,link pending,
LOUISIANA,St. Bernard Parish Sheriff's Office,County,Chalmette Parish,Jail Enforcement Model,3/23/2026,link,
LOUISIANA,St. Charles Parish Sheriff's Office ,County,German Coast County,Warrant Service Officer,7/24/2025,link,
LOUISIANA ,Tullos Police Department,Municipality,LaSalle Parish ,Task Force Model,5/9/2026,link pending,
LOUISIANA,Ward 5 Marshal's Office,Municipality,Allen Parish,Task Force Model,12/15/2025,link,
LOUISIANA,Winn Parish Sheriff's Office,County,Winn Parish,Task Force Model,4/25/2026,link pending,
MASSACHUSETTS,Massachusetts Department of Corrections,State Agency,#N/A,Jail Enforcement Model,6/8/2020,link,
MICHIGAN,Berrian County Sheriff's Office,County,Berrian County,Warrant Service Officer,5/6/2025,link,
MICHIGAN,Calhoun County Sheriff's Office,County,Calhoun County,Warrant Service Officer,5/7/2025,link,
MICHIGAN,Crawford County Sheriff's Office,County ,Crawford County,Task Force Model,9/9/2025,link,
MICHIGAN,Jackson County Sheriff's Office,County,Jackson County,Warrant Service Officer,3/19/2025,link,
MICHIGAN,Oakley Police Department,Municipality,Saginaw County,Task Force Model,3/24/2026,link,
MICHIGAN,Roscommon County Sheriff's Office,County,Roscommon County,Task Force Model,6/5/2025,link,
MICHIGAN,Taylor Police Department,Municipality,#N/A,Task Force Model,4/28/2025,link,
MICHIGAN,West Branch Police Department ,Municipality,Ogemaw County,Task Force Model,11/4/2025,link,
MINNESOTA,Cass County Sheriff's Office,County,Cass County ,Task Force Model,2/28/2025,link,
MINNESOTA,Crow Wing County Sheriff's Office,County,Crow Wing County,Task Force Model,3/25/2025,link,
MINNESOTA,Crow Wing County Sheriff's Office ,County,Crow Wing County,Warrant Service Officer,3/26/2025,link,
MINNESOTA,Freeborn County Sheriff's Office,County,Freeborn County,Warrant Service Officer,3/26/2025,link,
MINNESOTA,International Falls Police Department,Municipality ,Koochiching County,Task Force Model,4/17/2026,link,
MINNESOTA,Isle Police Department,Municipality ,Mille Lacs County,Task Force Model,1/26/2026,link,
MINNESOTA,Itasca County Sheriff's Office,County,Itasca County ,Task Force Model,2/27/2025,link,
MINNESOTA,Kandiyohi County Sheriff's Office,County,Kandiyohi County,Warrant Service Officer,5/22/2025,link,
MINNESOTA,Mille Lacs County Sheriff's Office,County,Mille Lacs County,Task Force Model,6/18/2025,link,
MINNESOTA,Sherburne County Sheriff's Office,County ,Sherburne County ,Jail Enforcement Model ,10/17/2025,link,
MISSISSIPPI,Carroll County Sheriff's Department,County,Carroll County,Task Force Model,4/23/2026,link,
MISSISSIPPI,Carthage Police Department,Municipality ,Leake County,Task Force Model,2/10/2026,link,
MISSISSIPPI,Clay County Sheriff's Department,County,Clay County,Task Force Model,3/21/2026,link,
MISSISSIPPI,Grenada County Sheriff's Office,County,Grenada County,Task Force Model,4/25/2026,link,
MISSISSIPPI,Harrison County Sheriff's Office,County,Harrison County,Jail Enforcement Model,6/30/2025,link,
MISSISSIPPI,Harrison County Sheriff's Office,County,Harrison County,Warrant Service Officer,7/2/2025,link,
MISSISSIPPI,Kemper County Sheriff's Office,County,Kemper County,Task Force Model,5/12/2026,link pending,
MISSISSIPPI,Lauderdale County Sheriff's Office,County,Lauderdale County,Warrant Service Officer,7/31/2025,link,
MISSISSIPPI,Leake County Sheriff's Office,County,Leake County,Task Force Model,2/23/2026,link,
MISSISSIPPI,Louisville Police Department,Municipality ,Winston County,Task Force Model,2/17/2026,link,
MISSISSIPPI,Mississippi Attorney General's Office,State Agency,#N/A,Task Force Model,3/17/2025,link,
MISSISSIPPI,Mississippi Department of Corrections,State Agency,Hinds County,Jail Enforcement Model,5/14/2026,link pending,
MISSISSIPPI,Mississippi Department of Corrections,State Agency,Hinds County,Task Force Model,5/14/2026,link pending,
MISSISSIPPI,Mississippi Department of Corrections,State Agency,Hinds County,Warrant Service Officer,5/14/2026,link pending,
MISSISSIPPI,Mississippi Department of Public Safety ,State Agency,Hinds County ,Task Force Model,12/8/2025,link,
MISSISSIPPI,Mississippi Office of the State Auditor,State Agency,Hinds County ,Task Force Model,9/22/2025,link,
MISSISSIPPI,Monroe County Sheriff's Office,County,Monroe County,Jail Enforcement Model,6/11/2025,link,
MISSISSIPPI,Monroe County Sheriff's Office,County,Monroe County,Task Force Model,4/30/2026,link pending,
MISSISSIPPI,Montgomery County Sheriff's Department,County ,Montgomery County,Task Force Model,4/15/2026,link,
MISSISSIPPI,Neshoba County Sheriff's Office,County,Neshoba County,Task Force Model,2/10/2026,link,
MISSISSIPPI,Newton County Sheriff's Department,County,Newton County,Task Force Model,2/10/2026,link,
MISSISSIPPI,Newton County Sheriff's Department,County,Newton County,Jail Enforcement Model,3/3/2026,link,
MISSISSIPPI,Noxubee County Sheriff's Office,County,Noxubee County,Task Force Model,4/29/2026,link pending,
MISSISSIPPI,Panola County Sheriff's Office,County,Panola County,Task Force Model,4/29/2026,link pending,
MISSISSIPPI,Pearl Police Department,Municipality ,Rankin County,Task Force Model,2/10/2026,link,
MISSISSIPPI,Rankin County Sheriff's Department,County,Rankin County,Jail Enforcement Model,5/21/2026,link pending,
MISSISSIPPI,Rankin County Sheriff's Department,County,Rankin County,Task Force Model,5/21/2026,link pending,
MISSISSIPPI,Scott County Sheriff's Office,County,Scott County,Task Force Model,5/12/2026,link pending,
MISSISSIPPI,Smith County Sheriff's Office,County,Smith County ,Jail Enforcement Model,4/21/2026,link pending,
MISSISSIPPI,Smith County Sheriff's Office,County,Smith County ,Task Force Model,4/21/2026,link pending,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Task Force Model,7/7/2025,link,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Warrant Service Officer,7/7/2025,link,
MISSISSIPPI,Stone County Sheriff's Office,County,Stone County,Jail Enforcement Model,7/7/2025,link,
MISSISSIPPI,Sumrall Police Department,Municipality,Lamar County,Task Force Model,10/17/2025,link,
MISSISSIPPI,Tate County Sheriff's Office,County,Tate County,Task Force Model,2/25/2026,link,
MISSISSIPPI,Tate County Sheriff's Office,County,Tate County,Warrant Service Officer,2/25/2026,link,
MISSISSIPPI,Tishomingo County Sheriff's Department,County,Tishomingo County,Task Force Model,5/9/2026,link pending,
MISSISSIPPI,Union Police Department,Municipality ,Newton County,Task Force Model,2/10/2026,link,
MISSISSIPPI,Wayne County Sheriff's Department,County,Wayne County,Task Force Model,1/26/2026,link,
MISSISSIPPI,Webster County Sheriff's Office,County,Webster County,Task Force Model,4/8/2026,link,
MISSISSIPPI,Wiggins Police Department,Municipality,Stone County,Task Force Model,2/23/2026,link,
MISSISSIPPI,Winston County Sheriff's Department,County,Winston County,Task Force Model,5/24/2026,link pending,
MISSOURI,Ash Grove Police Department ,Municipality,Greene County ,Task Force Model,11/19/2025,link,
MISSOURI,Ava Police Department ,Municipality,Douglas County ,Task Force Model,11/19/2025,link,
MISSOURI,Bismarck Police Department,Municipality,Saint Francois County,Task Force Model,3/19/2026,link,
MISSOURI,Bonne Terre Police Department,Municipality,St. Francois County,Task Force Model,5/12/2026,link pending,
MISSOURI,Bowling Green Police Department,Municipality,Pike County,Task Force Model,4/5/2026,link,
MISSOURI,Branson Police Department,Municipality,Taney County,Task Force Model,2/18/2026,link,
MISSOURI,Breckenridge Hills Police Department,Municipality,St. Louis County,Task Force Model,3/6/2026,link,
MISSOURI,Cabool Police Department,Municipality,Texas County,Task Force Model,4/5/2026,link,
MISSOURI,Callaway County Sheriff's Office ,County,Callaway County,Jail Enforcement Model ,12/2/2025,link,
MISSOURI,Carter County Sheriff's Office,County,Carter County,Jail Enforcement Model,3/17/2026,link,
MISSOURI,Carter County Sheriff's Office,County,Carter County,Task Force Model,3/17/2026,link,
MISSOURI,Chaffee Police Department,Municipality,Scott County,Task Force Model,5/18/2026,link pending,
MISSOURI,Christian County Sheriff's Office,County,Christian County,Task Force Model,7/7/2025,link,
MISSOURI,Christian County Sheriff's Office,County,Christian County,Warrant Service Officer,3/26/2025,link,
MISSOURI,Country Club Hills Police Department,Municipality,St. Louis County,Task Force Model,3/2/2026,link,
MISSOURI,Crane Police Department ,Municipality,Stone County,Task Force Model,11/20/2025,link,
MISSOURI,Crawford County Sheriff's Office,County,Crawford County,Task Force Model,4/29/2026,link pending,
MISSOURI,Dallas County Sheriff's Office,County,Dallas County,Task Force Model,2/18/2026,link,
MISSOURI,Daviess County Sheriff's Office ,County ,Daviess County,Jail Enforcement Model,4/15/2026,link,
MISSOURI,Daviess County Sheriff's Office ,County ,Daviess County,Task Force Model,4/15/2026,link,
MISSOURI,Daviess County Sheriff's Office ,County ,Daviess County,Warrant Service Officer,4/15/2026,link,
MISSOURI,Dekalb County Sheriff's Office,County,Dekalb County,Jail Enforcement Model,4/5/2026,link,
MISSOURI,Dekalb County Sheriff's Office,County,Dekalb County,Task Force Model,4/5/2026,link,
MISSOURI,Dekalb County Sheriff's Office,County,Dekalb County,Warrant Service Officer,4/5/2026,link,
MISSOURI,Dixon Police Department,Municipality,Pulaski County,Task Force Model,3/3/2026,link,
MISSOURI,Doolittle Police Department,Municipality,Phelps County,Task Force Model,3/25/2026,link,
MISSOURI,Douglas County Sheriff's Office ,County ,Douglas County ,Task Force Model,11/19/2025,link,
MISSOURI,Dunklin County Sheriff's Office,County ,Dunklin County,Task Force Model,3/23/2026,link,
MISSOURI,El Dorado Springs Police Department,Municipality,Cedar County,Task Force Model,3/31/2026,link,
MISSOURI,Ellington Police Department ,Municipality,Reynolds County,Task Force Model,2/18/2026,link,
MISSOURI,Ellisville Police Department,Municipality,St. Louis County,Task Force Model,4/22/2026,link,
MISSOURI,Elsberry Police Department,Municipality,Lincoln County ,Task Force Model,2/23/2026,link,
MISSOURI,Forsyth Police Department,Municipality,Taney County,Task Force Model,5/21/2026,link pending,
MISSOURI,Gerald Police Department,Municipality,Franklin County,Task Force Model,4/22/2026,link,
MISSOURI,Goodman Police Department ,Municipality,McDonald County,Task Force Model,9/22/2025,link,
MISSOURI,Goodman Police Department ,Municipality,McDonald County,Warrant Service Officer,9/22/2025,link,
MISSOURI,Grundy County Sheriff's Office,County,Grundy County,Task Force Model,1/26/2026,link,
MISSOURI,Hallsville Police Department,Municipality,Boone County,Task Force Model,4/15/2026,link,
MISSOURI,Hawk Point Police Department,Municipality ,Lincoln County,Task Force Model,2/14/2026,link,
MISSOURI,Hillsdale Police Department,Municipality,St. Louis County,Task Force Model,2/25/2026,link,
MISSOURI,Houston Police Department ,Municipality,Texas County,Task Force Model,12/17/2025,link,
MISSOURI,Humansville Police Department,Municipality ,Polk County ,Task Force Model,3/11/2026,link,
MISSOURI,Jefferson County Sheriff's Office ,County,Jefferson County ,Task Force Model,1/26/2026,link,
MISSOURI,Kennett Police Department,Municipality,Dunklin County ,Task Force Model,5/17/2026,link pending,
MISSOURI,Lawrence County Sheriff's Office ,County,Lawrence County ,Task Force Model,12/8/2025,link,
MISSOURI,Leadwood Police Department,Municipality,St. Francois County,Task Force Model,5/5/2026,link pending,
MISSOURI,Licking Police Department,Municipality,Texas County,Task Force Model,4/21/2026,link,
MISSOURI,Lincoln County Sheriff's Office,County,Lincoln County,Task Force Model,2/10/2026,link,
MISSOURI,Madison County Sheriff's Office,County,Madison County,Task Force Model,3/17/2026,link,
MISSOURI,Mansfield Police Department,Municipality,Wright County,Task Force Model,1/7/2026,link,
MISSOURI,Merriam Woods Police Department,Municipality,Taney County ,Task Force Model,1/7/2026,link,
MISSOURI,Miller County Sheriff's Office,County,Miller County,Task Force Model,5/13/2026,link pending,
MISSOURI,Mississippi County Sheriff's Office,County,Mississippi County,Jail Enforcement Model,4/7/2026,link,
MISSOURI,Mississippi County Sheriff's Office,County,Mississippi County,Task Force Model,4/7/2026,link,
MISSOURI,Mississippi County Sheriff's Office,County,Mississippi County,Warrant Service Officer,4/7/2026,link,
MISSOURI,Missouri Highway Patrol,State Agency,#N/A,Task Force Model,3/21/2025,link,
MISSOURI,Morgan County Sheriff's Office,County,Morgan County,Jail Enforcement Model,5/14/2026,link pending,
MISSOURI,Morgan County Sheriff's Office,County,Morgan County,Task Force Model,5/14/2026,link pending,
MISSOURI,Mountain Grove Police Department ,Municipality,Wright County ,Task Force Model,12/8/2025,link,
MISSOURI,New Madrid County Sheriff's Office ,County,New Madrid County,Task Force Model,1/26/2026,link,
MISSOURI,North County Police Cooperative,Municipality,North County,Task Force Model,4/22/2026,link,
MISSOURI,Oak Grove Village Police Department,Municipality ,Franklin County,Task Force Model,4/17/2026,link,
MISSOURI,Ozark County Sheriff's Office,County ,Ozark County,Task Force Model,11/4/2025,link,
MISSOURI,Ozark County Sheriff's Office,County ,Ozark County,Warrant Service Officer,11/4/2025,link,
MISSOURI,Ozark County Sheriff's Office,County ,Ozark County,Jail Enforcement Model ,11/4/2025,link,
MISSOURI,Perryville Police Department,Municipality ,Perry County,Task Force Model,2/17/2026,link,
MISSOURI,Pettis County Sheriff's Office,County ,Pettis County,Jail Enforcement Model ,8/28/2025,link,
MISSOURI,Pettis County Sheriff's Office,County,Pettis County,Task Force Model,4/25/2026,link,
MISSOURI,Phelps County Sheriff's Department ,County ,Phelps County,Task Force Model,10/17/2025,link,
MISSOURI,Pineville Police Department,Municipality ,McDonald County,Task Force Model,1/26/2026,link,
MISSOURI,Potosi Police Department,Municipality,Washington County,Task Force Model,3/24/2026,link,
MISSOURI,Pulaski County Sheriff's Office,County ,Pulaski County,Task Force Model,7/29/2025,link,
MISSOURI,Pulaski County Sheriff's Office,County ,Pulaski County,Warrant Service Officer,7/29/2025,link,
MISSOURI,Reeds Spring Police Department,Municipality ,Stone County ,Task Force Model,1/26/2026,link,
MISSOURI,Reynolds County Sheriff's Office,County,Reynolds County,Task Force Model,2/25/2026,link,
MISSOURI,Ripley County Sheriff's Office,County ,Ripley County,Task Force Model,12/18/2025,link,
MISSOURI,Saint Ann Police Department ,Municipality,St. Louis County,Task Force Model,2/23/2026,link,
MISSOURI,Saint Francois County Sheriff's Office,County,Saint Francois County,Task Force Model,3/19/2026,link,
MISSOURI,Saint Charles County Police Department,Municipality,St. Charles County,Task Force Model,4/15/2026,link,
MISSOURI,Scott County Sheriff's Office,County,Scott County,Task Force Model,3/13/2026,link pending,
MISSOURI,Seligman Police Department,Municipality,Barry County,Task Force Model,2/18/2026,link,
MISSOURI,Seymour Police Department,Municipality,Webster County,Task Force Model,1/7/2026,link,
MISSOURI,Southwest City Police Department ,Municipality,McDonald County ,Task Force Model,9/9/2025,link,
MISSOURI,Sparta Police Department ,Municipality,Christian County ,Task Force Model,11/4/2025,link,
MISSOURI,Ste. Genevieve County Sheriff's Office,County,Ste. Genevieve County,Task Force Model,12/16/2025,link,
MISSOURI,Ste. Genevieve County Sheriff's Office,County,Ste. Genevieve County,Warrant Service Officer,12/16/2025,link,
MISSOURI,Ste. Genevieve Police Department ,Municipality ,Ste. Genevieve County,Task Force Model,12/10/2025,link,
MISSOURI,Stoddard County Sheriff's Office,County,Stoddard County,Task Force Model,2/23/2026,link,
MISSOURI,Stone County Sheriff's Office,County,Stone County,Task Force Model,3/24/2026,link,
MISSOURI ,Taney County Sheriff's Office,County,Taney County,Task Force Model,5/26/2026,link pending,
MISSOURI,Texas County Sheriff's Office,County,Texas County,Jail Enforcement Model,4/8/2026,link,
MISSOURI,Texas County Sheriff's Office,County,Texas County,Task Force Model,4/8/2026,link,
